model,size_tb,drive_count,days_observed,days_elapsed,runtime_total,runtime_elapsed,failure_rate,percent_total,failures
WDC WD2500AAJS,0.250059350016,3.0,192.0,189 days 00:00:00.000000000,44530.0,4532.0,0.0,6.05143721634e-05,0.0
WDC WD2500BEVT,0.250059350016,1.0,91.0,90 days 00:00:00.000000000,14511.0,2112.0,0.0,2.01714573878e-05,0.0
WDC WD2500BPVT,0.250059350016,8.0,697.0,689 days 00:00:00.000000000,147092.0,16518.0,0.0,0.000161371659102,0.0
WDC WD30EFRX,3.00059298202,1133.0,96336.0,96910 days 00:00:00.000000000,11281743.0,2316757.0,10.2090983215,0.0228542612204,27.0
WDC WD3200AAJB,0.320072933376,2.0,182.0,180 days 00:00:00.000000000,43206.0,4314.0,0.0,4.03429147756e-05,0.0
WDC WD3200AAJS,0.320072933376,4.0,364.0,360 days 00:00:00.000000000,59542.0,8606.0,0.0,8.06858295512e-05,0.0
WDC WD3200AAKS,0.320072933376,1.0,91.0,90 days 00:00:00.000000000,43317.0,2135.0,0.0,2.01714573878e-05,0.0
WDC WD3200BEKT,0.320072933376,1.0,91.0,90 days 00:00:00.000000000,15216.0,2157.0,0.0,2.01714573878e-05,0.0
WDC WD3200BEKX,0.320072933376,12.0,1092.0,1080 days 00:00:00.000000000,98636.0,25893.0,0.0,0.000242057488654,0.0
WDC WD3200LPVX,0.320072933376,1.0,91.0,90 days 00:00:00.000000000,12549.0,2158.0,0.0,2.01714573878e-05,0.0
WDC WD40EFRX,4.00078703002,45.0,4095.0,4050 days 00:00:00.000000000,511140.0,97096.0,0.0,0.000907715582451,0.0
WDC WD5000BPKT,0.500107862016,24.0,2165.0,2160 days 00:00:00.000000000,464166.0,51528.0,0.0,0.000484114977307,0.0
WDC WD5000LPVX,0.500107862016,257.0,22142.0,22136 days 00:00:00.000000000,1785173.0,530280.0,14.8676171079,0.00518406454866,9.0
WDC WD5002ABYS,0.500107862016,5.0,455.0,450 days 00:00:00.000000000,141314.0,10785.0,0.0,0.000100857286939,0.0
WDC WD5003ABYX,0.500107862016,2.0,182.0,180 days 00:00:00.000000000,19382.0,3236.0,0.0,4.03429147756e-05,0.0
WDC WD60EFRX,6.00117512602,465.0,41408.0,40943 days 00:00:00.000000000,2190127.0,981524.0,6.24742746993,0.00937972768533,7.0
WDC WD800AAJB,0.080026361856,11.0,1001.0,990 days 00:00:00.000000000,438903.0,23149.0,0.0,0.000221886031266,0.0
WDC WD800AAJS,0.080026361856,15.0,1326.0,1311 days 00:00:00.000000000,424617.0,31417.0,0.0,0.000302571860817,0.0
WDC WD800BB,0.080026361856,33.0,2263.0,2230 days 00:00:00.000000000,2413303.0,53385.0,32.8182073616,0.000665658093797,2.0
WDC WD800JB,0.080026361856,18.0,1394.0,1376 days 00:00:00.000000000,896496.0,32976.0,26.5647743814,0.00036308623298,1.0
WDC WD800JD,0.080026361856,1.0,91.0,90 days 00:00:00.000000000,35432.0,2150.0,0.0,2.01714573878e-05,0.0
WDC WD800LB,0.080026361856,1.0,91.0,90 days 00:00:00.000000000,84241.0,2159.0,0.0,2.01714573878e-05,0.0
